Unnamed: 0,time,low,high,open,close,volume
144,1704196800,113.389236,114.102796,113.704274,113.6583,2012.0
145,1704197700,113.6583,114.139375,113.6583,114.0884,1640.6
146,1704198600,113.961534,114.4962,114.0884,114.17185,1735.3
147,1704199500,113.0175,114.17185,114.17185,113.33,7986.0
148,1704200400,113.285,114.268,113.33,114.083,585.5
149,1704201300,113.6852,114.5167,114.083,114.092,1040.3
150,1704202200,113.6473,114.2342,114.092,114.0,748.7
151,1704203100,113.6043,114.319538,114.0,113.9606,1966.6
152,1704204000,112.89036,113.993429,113.9606,113.504,4647.3
153,1704204900,112.186,113.90296,113.504,112.8294,1994.6
154,1704205800,110.854713,112.8294,112.8294,111.821,7484.9
155,1704206700,109.682953,111.8463,111.821,110.6743,10614.4
156,1704207600,108.997631,111.3908,110.6743,109.2749,8009.3
157,1704208500,108.0,109.8592,109.2749,109.1853,4200.6
158,1704209400,108.8961,111.118802,109.1853,110.8724,912.9
159,1704210300,109.5622,111.036026,110.8724,110.249735,896.7
160,1704211200,109.28,110.6145,110.249735,109.323948,560.0
161,1704212100,108.6661,109.71896,109.323948,109.71896,6391.0
162,1704213000,109.286861,110.0694,109.71896,110.030804,627.6
163,1704213900,109.855912,110.672926,110.030804,110.184718,1530.7
164,1704214800,109.476641,110.880442,110.184718,109.504202,1554.1
165,1704215700,109.2833,109.905781,109.504202,109.387783,781.5
166,1704216600,106.2797,109.387783,109.387783,107.527968,9540.0
167,1704217500,106.986816,108.020003,107.527968,107.774607,6876.2
168,1704218400,107.774606,108.403558,107.774607,108.2292,470.1
169,1704219300,107.2511,108.2292,108.2292,107.8521,4741.5
170,1704220200,107.7725,108.479066,107.8521,107.7725,1687.2
171,1704221100,107.745,108.5014,107.7725,107.8207,477.6
172,1704222000,107.8207,109.263061,107.8207,108.8577,1959.2
173,1704222900,107.3764,109.4859,108.8577,107.86615,5025.5
174,1704223800,107.168026,108.2136,107.86615,107.4475,1247.3
175,1704224700,107.0098,107.9354,107.4475,107.7321,8527.9
176,1704225600,107.2862,108.620166,107.7321,108.511175,4055.8
177,1704226500,107.9116,108.86922,108.511175,107.9612,3426.4
178,1704227400,107.682,108.25296,107.9612,107.712,1205.1
179,1704228300,107.1096,108.1062,107.712,107.1265,2783.2
180,1704229200,106.79968,107.3337,107.1265,107.3337,4457.5
181,1704230100,107.09,107.6517,107.3337,107.09,1192.2
182,1704231000,106.71945,107.817144,107.09,107.5327,7428.5
183,1704231900,107.436925,107.9617,107.5327,107.9016,398.5
184,1704232800,107.9016,108.872892,107.9016,108.56633,1358.7
185,1704233700,108.2745,108.9327,108.56633,108.333133,1729.8
186,1704234600,107.63958,108.333133,108.333133,108.216345,722.2
187,1704235500,107.891617,108.6973,108.216345,108.1138,1196.1
188,1704236400,107.318,108.1138,108.1138,107.5849,387.9
189,1704237300,107.2845,107.7102,107.5849,107.382,1164.9
190,1704238200,106.814591,107.382,107.382,107.0588,895.4
191,1704239100,106.1,107.0588,107.0588,106.8127,3962.7
192,1704240000,106.76236,108.191193,106.8127,108.0051,901.7
193,1704240900,106.725593,108.121018,108.0051,106.833524,2757.7
194,1704241800,106.833524,107.7037,106.833524,107.689734,4856.0
195,1704242700,107.247039,107.865984,107.689734,107.486535,598.1
196,1704243600,107.169459,108.014976,107.486535,107.7487,738.4
197,1704244500,103.987,107.793355,107.7487,107.408864,748.9
198,1704245400,106.8416,107.44424,107.408864,107.371,813.2
199,1704246300,107.371,108.614,107.371,108.417802,3257.2
200,1704247200,108.31741,108.922,108.417802,108.447,1642.6
201,1704248100,107.842691,108.473,108.447,108.090332,745.8
202,1704249000,107.9933,108.566168,108.090332,108.18837,104.2
203,1704249900,107.808999,108.2909,108.18837,107.97776,253.1
204,1704250800,107.3769,107.97776,107.97776,107.574904,1237.9
205,1704251700,107.574904,108.260282,107.574904,107.85,4364.7
206,1704252600,107.636,108.105,107.85,107.9781,2060.6
207,1704253500,107.9241,108.445501,107.9781,108.365,4176.2
208,1704254400,107.4697,108.4784,108.365,107.8289,6602.3
209,1704255300,107.7508,108.8449,107.8289,108.2912,526.9
210,1704256200,107.66618,108.2912,108.2912,107.792,862.9
211,1704257100,107.5644,108.373044,107.792,108.1591,107.0
212,1704258000,107.9043,109.01603,108.1591,108.7972,674.5
213,1704258900,108.419538,109.1716,108.7972,108.982,1919.6
214,1704259800,108.607235,109.285764,108.982,108.6775,588.5
215,1704260700,108.4269,109.1028,108.6775,108.6484,195.6
216,1704261600,108.286,108.86,108.6484,108.4232,965.9
217,1704262500,108.4232,110.044607,108.4232,109.8138,5388.0
218,1704263400,109.08012,110.0279,109.8138,109.5143,7892.8
219,1704264300,108.9856,109.901437,109.5143,109.6665,624.7
220,1704265200,109.4842,110.692826,109.6665,110.3422,1068.7
221,1704266100,109.451824,110.3422,110.3422,109.8974,1144.1
222,1704267000,108.470772,109.952,109.8974,108.9856,2141.4
223,1704267900,107.730584,108.9856,108.9856,108.0814,1124.5
224,1704268800,107.83958,108.5863,108.0814,108.4286,945.9
225,1704269700,108.3139,108.9915,108.4286,108.5008,133.8
226,1704270600,108.0865,108.7522,108.5008,108.1644,1059.1
227,1704271500,107.9364,108.7808,108.1644,108.7485,1326.3
228,1704272400,108.3898,109.2488,108.7485,108.9416,690.2
229,1704273300,108.6,109.6282,108.9416,109.2328,566.8
230,1704274200,108.8,109.6309,109.2328,109.352,424.7
231,1704275100,109.07,109.684824,109.352,109.684824,214.2
232,1704276000,109.0916,109.684824,109.684824,109.5829,339.9
233,1704276900,108.556261,109.69,109.5829,108.9113,199.7
234,1704277800,107.30383,108.9803,108.9113,107.397668,899.0
235,1704278700,106.305579,107.55,107.397668,107.356407,13065.0
236,1704279600,104.781711,107.473121,107.356407,104.8863,13479.5
237,1704280500,103.4535,105.8223,104.8863,104.45,25739.7
238,1704281400,103.349479,105.762,104.45,105.0484,14950.1
239,1704282300,101.8517,105.0811,105.0484,103.480778,5916.8
240,1704283200,88.8043,103.5,103.480778,88.8043,18375.1
241,1704284100,88.8043,100.0,88.8043,97.6131,34600.8
242,1704285000,95.4242,99.0,97.6131,97.4699,29879.3
243,1704285900,96.5453,101.319056,97.4699,100.378,22631.1
244,1704286800,98.3292,102.0,100.378,99.790996,5409.3
245,1704287700,99.184755,100.66716,99.790996,99.867449,20793.0
246,1704288600,98.405981,100.1026,99.867449,98.538,19122.4
247,1704289500,96.450254,98.68009,98.538,98.284291,15349.8
248,1704290400,96.920223,98.6434,98.284291,97.2816,7675.7
249,1704291300,94.9342,97.400238,97.2816,96.6445,5184.0
250,1704292200,95.916754,102.143,96.6445,97.85048,5422.1
251,1704293100,96.728182,98.1,97.85048,96.986878,5019.7
252,1704294000,96.6891,99.1328,96.986878,98.6137,8413.9
253,1704294900,97.9653,99.2054,98.6137,98.6045,6707.5
254,1704295800,97.8408,98.8803,98.6045,98.5,3430.1
255,1704296700,97.9247,101.5054,98.5,101.4336,4758.5
256,1704297600,100.697646,104.337769,101.4336,101.2118,12134.4
257,1704298500,97.4939,102.4277,101.2118,102.024,4084.4
258,1704299400,99.080549,102.1524,102.024,99.693759,10857.4
259,1704300300,99.0984,100.790034,99.693759,100.2523,10640.3
260,1704301200,99.1408,100.6,100.2523,99.654561,1496.0
261,1704302100,98.113732,99.654561,99.654561,99.265066,2063.3
262,1704303000,98.0346,99.290932,99.265066,98.0346,1328.8
263,1704303900,96.9284,99.4378,98.0346,98.426361,10131.5
264,1704304800,97.9865,99.4861,98.426361,98.969685,9709.8
265,1704305700,97.92,99.089446,98.969685,98.22,1157.2
266,1704306600,97.3372,98.22,98.22,97.6536,2537.5
267,1704307500,94.6244,97.9068,97.6536,97.0,10419.4
268,1704308400,96.543132,98.1213,97.0,97.634773,2382.1
269,1704309300,97.4341,98.4,97.634773,98.11589,3130.4
270,1704310200,97.873,98.8833,98.11589,98.3759,5028.1
271,1704311100,97.6479,98.78137,98.3759,98.15831,838.3
272,1704312000,97.9136,98.768692,98.15831,98.4854,3537.1
273,1704312900,98.3406,99.535819,98.4854,99.2987,2237.7
274,1704313800,98.9003,100.1382,99.2987,99.3784,7935.3
275,1704314700,99.269484,100.255009,99.3784,99.8018,9373.4
276,1704315600,98.845,100.491084,99.8018,98.856656,10327.4
277,1704316500,98.8294,100.393722,98.856656,100.393405,5018.0
278,1704317400,99.5109,100.7402,100.393405,99.929925,1115.6
279,1704318300,99.8246,100.421046,99.929925,100.2916,619.2
280,1704319200,99.69092,100.393831,100.2916,99.9,1584.8
281,1704320100,99.242082,99.9,99.9,99.351983,2319.2
282,1704321000,98.468003,99.351983,99.351983,98.5895,2976.9
283,1704321900,98.364,99.196599,98.5895,98.9588,3393.3
284,1704322800,97.907361,98.9588,98.9588,98.078795,1811.8
285,1704323700,97.995157,98.551932,98.078795,98.4863,578.0
286,1704324600,98.1514,98.696537,98.4863,98.385801,945.2
287,1704325500,98.385801,98.696288,98.385801,98.6006,566.9
288,1704326400,98.348892,100.056817,98.6006,99.7765,1388.6
289,1704327300,99.451104,100.2815,99.7765,99.7682,2146.8
290,1704328200,99.556133,100.4264,99.7682,99.971495,403.2
291,1704329100,99.797695,100.5,99.971495,100.3683,2974.6
292,1704330000,99.9304,100.76469,100.3683,99.9547,1449.0
293,1704330900,97.695236,99.9547,99.9547,98.7309,1790.9
294,1704331800,98.5425,99.114298,98.7309,98.7016,830.2
295,1704332700,98.5319,99.2877,98.7016,98.5319,365.0
296,1704333600,98.2375,99.993066,98.5319,99.993066,594.5
297,1704334500,99.6303,100.3847,99.993066,100.0698,235.8
298,1704335400,99.864572,100.583055,100.0698,100.1285,771.9
299,1704336300,100.1285,101.371252,100.1285,101.25,1429.0
300,1704337200,101.004285,102.324503,101.25,102.040433,6323.6
301,1704338100,101.2166,102.040433,102.040433,101.219796,1812.9
302,1704339000,100.404,101.219796,101.219796,100.4454,517.2
303,1704339900,100.4454,101.742707,100.4454,101.573698,467.6
304,1704340800,100.8239,101.6778,101.573698,101.15395,161.8
305,1704341700,100.804225,101.386411,101.15395,100.9566,294.5
306,1704342600,100.6235,101.20122,100.9566,100.9338,447.8
307,1704343500,100.7767,101.5832,100.9338,101.0,1426.9
308,1704344400,100.6518,101.550402,101.0,100.910159,544.2
309,1704345300,100.1448,101.0105,100.910159,100.37376,582.3
310,1704346200,100.2617,102.2176,100.37376,101.5033,1210.0
311,1704347100,101.3556,101.9965,101.5033,101.4702,354.4
312,1704348000,100.9477,101.8184,101.4702,101.18562,435.1
313,1704348900,100.7306,101.488925,101.18562,101.1221,772.3
314,1704349800,101.1221,101.697,101.1221,101.6029,1898.9
315,1704350700,100.9309,101.7493,101.6029,100.998,468.0
316,1704351600,100.228749,101.6339,100.998,100.719,332.6
317,1704352500,99.891332,100.9743,100.719,100.2892,834.8
318,1704353400,99.4039,101.112606,100.2892,99.5566,904.3
319,1704354300,98.9091,99.5967,99.5566,99.2846,2702.3
320,1704355200,98.9648,99.4223,99.2846,99.0903,662.6
321,1704356100,98.202832,99.0903,99.0903,98.80549,7034.1
322,1704357000,97.904691,98.8984,98.80549,98.1165,1547.1
323,1704357900,97.942406,98.584309,98.1165,98.296113,579.5
324,1704358800,98.278893,98.7916,98.296113,98.56758,623.6
325,1704359700,98.456087,99.14445,98.56758,98.98538,1245.4
326,1704360600,98.620071,99.541425,98.98538,98.620071,465.7
327,1704361500,98.416085,98.9876,98.620071,98.9235,94.4
328,1704362400,98.406,99.2422,98.9235,98.4064,256.8
329,1704363300,96.934328,98.5825,98.4064,97.4607,2061.1
330,1704364200,97.4607,98.579851,97.4607,98.3928,406.9
331,1704365100,98.327718,98.7287,98.3928,98.5764,504.8
332,1704366000,98.09259,99.28597,98.5764,98.09259,684.7
333,1704366900,97.9096,98.389619,98.09259,98.38542,285.9
334,1704367800,98.38542,99.2366,98.38542,98.4993,1418.5
335,1704368700,98.3988,98.8039,98.4993,98.665945,358.1
336,1704369600,98.527,99.8082,98.665945,99.5387,1363.1
337,1704370500,99.024318,100.140522,99.5387,99.279144,2765.9
338,1704371400,99.0653,99.8897,99.279144,99.4598,933.3
339,1704372300,99.4598,99.9657,99.4598,99.7037,194.1
340,1704373200,99.177916,99.837963,99.7037,99.58792,1860.4
341,1704374100,99.2137,99.678671,99.58792,99.2137,158.1
342,1704375000,98.743973,99.8377,99.2137,99.6724,369.3
343,1704375900,99.4641,101.157461,99.6724,100.4262,1308.2
344,1704376800,99.8438,100.4262,100.4262,100.059,1207.1
345,1704377700,100.0456,101.430947,100.059,100.8726,989.3
346,1704378600,100.251578,101.45616,100.8726,101.45616,346.1
347,1704379500,101.0608,102.83228,101.45616,102.6186,5814.0
348,1704380400,101.975858,103.4901,102.6186,102.48,5874.1
349,1704381300,102.4781,104.8093,102.48,103.91,2957.0
350,1704382200,103.677,105.5434,103.91,104.675,2171.1
351,1704383100,103.7371,104.7249,104.675,104.4537,1254.1
352,1704384000,102.513233,104.4537,104.4537,102.513233,5587.1
353,1704384900,102.3663,103.513859,102.513233,102.4487,1253.9
354,1704385800,101.9288,102.754426,102.4487,102.754426,1187.7
355,1704386700,102.0273,102.754426,102.754426,102.315,840.5
356,1704387600,101.9572,103.11,102.315,103.11,294.3
357,1704388500,102.647946,104.1705,103.11,103.2878,2254.1
358,1704389400,102.60106,104.0468,103.2878,102.60567,1014.1
359,1704390300,102.60567,103.9181,102.60567,103.5328,2395.0
360,1704391200,103.273625,104.0553,103.5328,103.578301,2725.2
361,1704392100,103.063308,103.662,103.578301,103.348545,234.1
362,1704393000,103.1651,104.505637,103.348545,104.1406,1183.1
363,1704393900,103.491605,104.2087,104.1406,104.036,1582.0
364,1704394800,104.036,104.735369,104.036,104.709946,2133.8
365,1704395700,104.250487,106.608636,104.709946,106.57,8738.7
366,1704396600,105.493697,108.2422,106.57,106.201,26228.1
367,1704397500,105.35274,107.2593,106.201,105.6894,2217.1
368,1704398400,105.6894,107.1633,105.6894,106.589,1069.9
369,1704399300,106.3,108.1313,106.589,108.1,3068.7
370,1704400200,107.442876,109.68931,108.1,108.551,3528.9
371,1704401100,107.0,109.902559,108.551,107.2149,1771.4
372,1704402000,106.134305,107.9971,107.2149,106.9278,2907.9
373,1704402900,106.3899,107.2108,106.9278,106.905,2879.0
374,1704403800,105.7982,107.238,106.905,106.0,2389.3
375,1704404700,105.8027,106.532801,106.0,106.0237,5617.9
376,1704405600,105.937,107.178316,106.0237,106.8363,3897.7
377,1704406500,106.3671,107.420101,106.8363,106.5966,3945.5
378,1704407400,105.94635,106.5966,106.5966,105.94635,1267.2
379,1704408300,104.730954,105.968249,105.94635,105.242,3374.4
380,1704409200,104.876,105.3757,105.242,105.025,2026.6
381,1704410100,105.025,105.788,105.025,105.788,970.8
382,1704411000,104.715833,105.788,105.788,105.28864,1037.5
383,1704411900,104.92511,105.55697,105.28864,105.361,204.0
384,1704412800,104.683002,105.8952,105.361,105.032,1038.1
385,1704413700,105.000013,105.8406,105.032,105.193334,177.6
386,1704414600,103.0666,105.202,105.193334,103.877392,4537.0
387,1704415500,103.5484,104.651119,103.877392,104.2212,6000.3
388,1704416400,103.8435,104.7659,104.2212,103.8435,1229.1
389,1704417300,103.029,103.9183,103.8435,103.1853,2101.3
390,1704418200,103.0311,103.794748,103.1853,103.6856,1748.1
391,1704419100,99.5,103.6856,103.6856,100.970395,29757.3
392,1704420000,100.970395,102.659475,100.970395,101.955415,10392.9
393,1704420900,100.822256,102.022072,101.955415,100.822256,8843.8
394,1704421800,100.797405,102.0,100.822256,101.82,1470.0
395,1704422700,100.8581,101.82,101.82,101.243,1574.2
396,1704423600,101.1782,102.1398,101.243,101.7965,636.5
397,1704424500,101.563473,102.268139,101.7965,101.9498,1383.6
398,1704425400,100.8673,101.9498,101.9498,100.983,1234.3
399,1704426300,100.612576,101.166638,100.983,100.987,2036.6
400,1704427200,100.106667,101.5449,100.987,100.5442,5129.6
401,1704428100,100.334481,101.0961,100.5442,100.935996,2329.1
402,1704429000,100.460594,101.3015,100.935996,101.2406,1470.6
403,1704429900,100.9185,101.5132,101.2406,100.9895,311.7
404,1704430800,100.723524,101.831452,100.9895,101.4115,150.4
405,1704431700,101.134221,101.9115,101.4115,101.193666,6904.9
406,1704432600,101.120565,101.6839,101.193666,101.6288,3379.6
407,1704433500,100.8097,102.225086,101.6288,101.529879,1400.8
408,1704434400,101.369471,101.793486,101.529879,101.369471,1482.3
409,1704435300,101.014972,101.488476,101.369471,101.014972,471.4
410,1704436200,100.7209,101.5891,101.014972,101.386,409.4
411,1704437100,101.2398,101.936808,101.386,101.655,267.7
412,1704438000,101.465458,102.1375,101.655,101.6402,2069.1
413,1704438900,101.42647,101.908,101.6402,101.8565,1181.5
414,1704439800,101.4946,101.8612,101.8565,101.618917,633.5
415,1704440700,101.267814,101.648,101.618917,101.396,356.3
416,1704441600,101.279646,102.0345,101.396,102.0345,1035.9
417,1704442500,101.679,102.5,102.0345,102.2947,1004.3
418,1704443400,101.6619,102.29489,102.2947,101.705,394.7
419,1704444300,101.502,101.971636,101.705,101.8595,270.2
420,1704445200,101.771857,103.431514,101.8595,103.0028,8383.2
421,1704446100,102.0908,103.0154,103.0028,102.2394,829.6
422,1704447000,101.96696,103.430201,102.2394,102.6565,787.1
423,1704447900,102.5095,103.086,102.6565,103.086,1194.8
424,1704448800,101.8358,103.1394,103.086,102.0049,619.5
425,1704449700,101.7795,102.3674,102.0049,101.9974,213.2
426,1704450600,100.714315,102.05,101.9974,101.2611,1077.2
427,1704451500,99.886581,101.283,101.2611,99.902571,3210.9
428,1704452400,99.672098,100.951894,99.902571,100.3169,1797.2
429,1704453300,100.242,101.182,100.3169,100.826005,402.9
430,1704454200,100.254,101.0123,100.826005,100.487072,1842.3
431,1704455100,99.5761,100.4974,100.487072,99.9763,1840.7
432,1704456000,98.34,100.4275,99.9763,99.499403,6027.4
433,1704456900,99.4251,101.141704,99.499403,100.4323,4531.9
434,1704457800,100.348846,101.078449,100.4323,101.016,577.5
435,1704458700,100.662978,101.436946,101.016,100.736,3087.9
436,1704459600,100.547578,101.354829,100.736,101.3093,1126.2
437,1704460500,100.987,101.8364,101.3093,101.160863,2092.7
438,1704461400,100.5377,101.160863,101.160863,100.807,4221.1
439,1704462300,100.1248,101.4212,100.807,101.3334,6436.4
440,1704463200,100.3159,101.7588,101.3334,100.9741,12976.9
441,1704464100,99.2013,101.0,100.9741,100.5,23370.3
442,1704465000,98.3915,101.101566,100.5,99.7649,3925.9
443,1704465900,96.687792,100.072825,99.7649,97.2983,5078.2
444,1704466800,97.236795,99.2906,97.2983,98.8494,6562.0
445,1704467700,98.0,99.186489,98.8494,98.673,2446.9
446,1704468600,98.228717,99.022734,98.673,98.2532,3557.8
447,1704469500,97.8355,98.4114,98.2532,98.1545,1380.2
448,1704470400,97.17,98.908678,98.1545,98.305205,2688.5
449,1704471300,97.7464,98.748393,98.305205,98.199,2891.4
450,1704472200,97.604786,98.525546,98.199,98.247,2537.5
451,1704473100,96.552721,98.2866,98.247,96.78,7456.3
